Business Name,Status,Address,City/State/Zip,Taxpayer ID,Location #,Permit Begin,Permit End
KIMBALL BUSINESS SERVICES,INACTIVE,301 EMORY OAK ST,"FORT DAVIS, TX 79734",32016469374,00001,01/01/2005,06/30/2009
KITCO VENTURE,INACTIVE,#2 BUCKBOARD PASS,"FORT DAVIS, TX 79734",32006710662,00010,01/01/1997,12/31/2001
KITTY JO ALLISON,INACTIVE,735 N FRONT ST # 466,"FORT DAVIS, TX 79734",32019310591,00004,03/01/2013,12/31/2022
KITTY JO SIBAYAN,INACTIVE,208 APACHE MOUNTAIN TRL,"FORT DAVIS, TX 79734",32019310591,00003,01/01/2008,02/28/2013
KNOLLWOOD BOOKS,INACTIVE,PRUDE RANCH/HWY 118,"FORT DAVIS, TX 79734",13917198544,00001,05/17/1993,12/31/1997
KOKIRI'S COTTAGE,INACTIVE,42665 STATE HIGHWAY 118,"FORT DAVIS, TX 79734",32045370643,00001,03/03/2011,12/25/2021
KRAFTERS KORNER,INACTIVE,5TH AND STATE STREETS,"FORT DAVIS, TX 79734",30114442343,00001,04/13/1992,10/08/1993
KRISTI D HUFFMAN,INACTIVE,101 CAPTAIN LEE,"FORT DAVIS, TX 79734",32017979405,00002,08/20/2005,02/28/2010
LA CABANA DRESS SHOPS,INACTIVE,DUMAS BLDG MAIN STREET,"FORT DAVIS, TX 79734",17211460146,00002,02/01/1990,02/28/1991
LA CASITA DRIVE INN,INACTIVE,WEST SECOND & TEXAS HWY 17,"FORT DAVIS, TX 79734",32029825489,00002,03/28/1987,09/30/1988
LAJITAS STABLES FT DAVIS,INACTIVE,#1 PAINTED HORSE LANE,"FT DAVIS, TX 79734",32010359258,00003,03/01/2004,04/15/2008
LAJITAS STABLES/POTTERY,INACTIVE,#2 PAINTED HORSE LANE,"FORT DAVIS, TX 79734",32010359258,00004,10/01/2005,04/15/2008
LARRY DONALDSON CPA,ACTIVE,HILLCREST CEMETERY ROAD,"FORT DAVIS, TX 79734",32010643917,00003,01/01/1995,
LARRY DONALDSON CPA,INACTIVE,FONTAINEBLEAU MALL NO 3,"FORT DAVIS, TX 79734",32010643917,00001,01/15/1994,01/01/1995
LARRY W SWINNEA,INACTIVE,300 6TH STREET,"FORT DAVIS, TX 79734",32030274768,00003,07/01/1990,09/30/1992
LASHAWN'S,INACTIVE,"HILLCREST CEMETERY ROAD, BOX 148","FORT DAVIS, TX 79734",32014234762,00001,01/31/2004,12/31/2008
LEJEUNE DESIGNS,INACTIVE,504 TOMAHAWK TRL,"FORT DAVIS, TX 79734",32019540312,00003,01/01/2016,12/31/2022
LIMPIA CREEK CUSTOM HATS LLC,INACTIVE,604 N STATE ST,"FORT DAVIS, TX 79734",17316450166,00001,09/01/2004,09/30/2009
LIMPIA CREEK HAT CO,INACTIVE,1204 MAIN ST,"FORT DAVIS, TX 79734",17525579466,00001,03/01/2000,09/30/2004
LIMPIA CREEK HAT COMPANY,INACTIVE,1204 MAIN ST,"FORT DAVIS, TX 79734",17525366757,00001,02/02/1994,02/29/2000
LIMPIA CREEK HATS LLC,INACTIVE,701 RATTLESNAKE LN STE A,"FORT DAVIS, TX 79734",32044962952,00001,09/01/2011,07/31/2022
LIMPIA CROSSING COLLECTION,INACTIVE,400 STATE ST,"FORT DAVIS, TX 79734",32008200381,00003,04/01/2000,12/15/2003
LIMPIA GIFTS,INACTIVE,111 N STATE ST,"FORT DAVIS, TX 79734",17526733955,00007,10/13/2011,04/30/2017
LIMPIA SOUND,INACTIVE,105 RIDGE LINE DR,"FORT DAVIS, TX 79734",32038208065,00001,11/01/2008,12/25/2012
LINDA E REAY,INACTIVE,HC 74 BOX 173,"FORT DAVIS, TX 79734",32010380551,00002,01/01/1999,12/25/2003
LINDY C SEVERNS @ OLD SPANISH TRAIL STUDIO,INACTIVE,401 CROWS NEST RD,"FORT DAVIS, TX 79734",32026754666,00001,05/01/2007,05/31/2025
LINEAUS ATHLETIC COMPANY,INACTIVE,COMPROMISE AND MILITARY STREET,"FORT DAVIS, TX 79734",32006774171,00002,09/30/1991,07/31/2003
LIPPE'S AIR CONDITION & REFRIG,INACTIVE,501 CEMETERY RD,"FORT DAVIS, TX 79734",32006771490,00007,07/01/2002,04/21/2006
LIPPE'S AIR CONDITION & REFRIG,INACTIVE,MANO PRIETO ESTATES LOT 2,"FORT DAVIS, TX 79734",32006771490,00005,07/01/1994,06/30/2002
LISA J HANKS,INACTIVE,HWY 17 / MAIN ST OR HWY 17,"FORT DAVIS, TX 79734",32006372091,00002,02/29/2000,02/17/2001
LITTLE BIT O' TEXAS,INACTIVE,1 MI E OF POST OFFICE HWY 17 MAIN ST,"FORT DAVIS, TX 79734",32008680517,00001,05/05/1987,12/31/1988
LITTLE BIT O'TEXAS FLOWERS & GIFTS,INACTIVE,EAST MAIN STREET - HWY 117,"FORT DAVIS, TX 79734",32029528406,00004,12/03/1988,10/01/1990
"LONG GRASS OUTFITTERS, LLC",INACTIVE,42880 B HIGHWAY 118,"FORT DAVIS, TX 79734",10304877979,00003,05/10/2013,12/31/2021
LORRAINE R CARR,INACTIVE,545 PAISANO DR,"FORT DAVIS, TX 79734",32015961116,00001,10/07/2004,12/25/2007
LOWE'S MARKET #177,ACTIVE,712 N STATE ST,"FORT DAVIS, TX 79734",17515744815,00233,11/29/2023,
LUCI'S KITCHEN,INACTIVE,411 STATE ST,"FORT DAVIS, TX 79734",32016347604,00001,11/22/2004,02/28/2013
LUPITA'S,INACTIVE,502 CEMETARY RD,"FORT DAVIS, TX 79734",32016138789,00003,10/01/2010,12/31/2010
LUPITA'S,INACTIVE,502 CEMETARY RD,"FORT DAVIS, TX 79734",32016138789,00001,11/01/2004,09/30/2005
LUPITA'S PLACE,INACTIVE,506 CEMENTARY RD,"FORT DAVIS, TX 79734",32016138789,00002,09/07/2006,07/31/2012
LUPITA'S PLACE,INACTIVE,700 NORTH STATE STREET,"FORT DAVIS, TX 79734",32016138789,00005,08/01/2012,09/30/2023
LUPITA'S PLACE LLC,ACTIVE,1912 STATE ST,"FORT DAVIS, TX 79734",32083005713,00001,10/01/2023,
LYON STUDIO WEST,INACTIVE,DAVIS MT RESORT,"FORT DAVIS, TX 79734",32025374714,00001,07/01/1992,12/31/1996
M & J PLUMBING,INACTIVE,DAVIS MOUNTAIN RESORT COLLEEN CANYON,"FORT DAVIS, TX 79734",32028259904,00001,01/01/1997,03/31/2000
MAC SEPTIC AND PORTA POTTIES,ACTIVE,100 EVERETT RANCH RD,"FORT DAVIS, TX 79734",32080657656,00001,08/01/2021,
MADDOG'S CANTINA,INACTIVE,107 MUSQUIZ DR,"FORT DAVIS, TX 79734",32058153563,00001,10/01/2015,12/31/2017
MADERA FEED & RANCH STORE,INACTIVE,HIGHWAY 18 & 3RD ST,"FORT DAVIS, TX 79734",30006456146,00001,11/21/1983,11/01/1986
MADRONA CREATION,INACTIVE,EAST DR,"FORT DAVIS, TX 79734",32022300977,00001,12/01/1992,12/30/2000
MADRONE SYSTEMS CORPORATION,INACTIVE,NO 2 YELLOW KNIFE COURT,"FORT DAVIS, TX 79734",17603102074,00001,03/01/1998,12/31/2004
MAGICAL BESOM,INACTIVE,406 SQUAW VALLEY,"FORT DAVIS, TX 79734",32010158528,00003,01/01/2003,01/01/2003
MAIN SEQUENCE,INACTIVE,"HC 75 BOX 1337-3/HWY 118N,HOUSE 3","FORT DAVIS, TX 79734",32032108519,00001,10/05/2000,01/01/2002
MAJORIE ERKKILA JEWELER ARTIST,ACTIVE,110 SQUAW VALLEY TRL,"FORT DAVIS, TX 79734",32005822427,00003,01/01/2016,
MARIA LEJEUNE,INACTIVE,504 TOMAHAWK TRL,"FORT DAVIS, TX 79734",32019540312,00002,01/01/2010,12/31/2012
MARIAN GRIFFITH,INACTIVE,NORTH MAIN,"FORT DAVIS, TX 79734",32032526116,00009,01/01/1986,10/31/1989
MARINESOFT,INACTIVE,THE PRUDE RANCH HIGHWAY 118,"FORT DAVIS, TX 79734",32041263867,00001,05/11/2010,06/30/2010
MARJORIE ERKKILA JEWELER ARTIST,INACTIVE,HC 74 BOX 73,"FORT DAVIS, TX 79734",32005822427,00002,10/15/2009,12/31/2015
MARK W BLACKLEY,INACTIVE,MCDONALD OBSERVATORY HWY 118 N,"FORT DAVIS, TX 79734",32031739702,00001,09/15/1990,06/30/1993
MARTIN TOOL DISTRIBUTOR,INACTIVE,MC DONALD OBSERVATORY,"FORT DAVIS, TX 79734",32032515614,00001,10/01/1984,09/30/1988
MARY LOU'S RESTAURANT,ACTIVE,201 E MUSQUIZ DR,"FORT DAVIS, TX 79734",32008389796,00003,01/01/2000,
MARY'S CRAFTS & GIFT SHOP,ACTIVE,515 S SGT GONZALES DR,"FORT DAVIS, TX 79734",32085650664,00001,09/01/2022,
MARY'S MINI PANCAKES & SWEETS,ACTIVE,515 S SGT GONZALES DR,"FORT DAVIS, TX 79734",32085650664,00002,09/01/2025,
MAS SOULEIADO,INACTIVE,102 GRASSY LN,"FORT DAVIS, TX 79734",32040720503,00001,12/10/2009,12/31/2010
MATT'S WORKSHOP,INACTIVE,206 SARGENT GONZALES,"FORT DAVIS, TX 79734",32008726690,00001,02/01/2001,03/31/2003
MCALLISTER DRILLING,INACTIVE,307 THOMPSON TRL,"FORT DAVIS, TX 79734",32041914535,00001,05/25/2010,12/31/2013
MCDANIEL FENCE & LANDSCAPE,INACTIVE,212 S SAN JUAN,"FORT DAVIS, TX 79734",32029553578,00002,07/11/2023,06/30/2025
MCDERMOTT SERVICES,INACTIVE,105 OLDS CREEK DR-LC,"FORT DAVIS, TX 79734",32019551749,00001,10/13/1997,04/01/2001
MCELROY RADIO REPEATER AND TOWER RENTAL,INACTIVE,WATER TOWER STREET,"FORT DAVIS, TX 79734",32010090218,00002,01/01/1986,10/31/2014
MCMILLEN WELLS & WELLS,INACTIVE,NORTH HIGHWAY 17,"FORT DAVIS, TX 79734",30116220374,00001,10/01/1993,01/31/1994
MILE HIGH SUPPLY,INACTIVE,1001 S BARREL SPGS,"FORT DAVIS, TX 79734",32049662979,00004,01/18/2017,12/31/2018
MILLER CONSTRUCTION,INACTIVE,MAIN STREET,"FORT DAVIS, TX 79734",32005157402,00001,01/01/1991,09/30/1996
MIRABILIA,INACTIVE,506 LIMPIA CANYON TRL,"FORT DAVIS, TX 79734",32006830346,00002,04/01/2002,02/05/2010
MOONLIGHT GEMSTONES,INACTIVE,HWY 118 N HOUSE 2 MCDONALD OBSERVATORY,"FORT DAVIS, TX 79734",32010256652,00002,01/01/1991,09/30/1993
MOORE AIRCRAFT SALES,INACTIVE,MAIN STREET,"FORT DAVIS, TX 79734",32009584403,00007,07/01/1988,09/30/1988
MOUNTAIN ARTS,INACTIVE,102 LOW MEADOW TRL,"FORT DAVIS, TX 79734",32010118324,00004,11/01/2009,06/01/2012
MOUNTAIN FLOWERS,INACTIVE,CORNER OF 6TH AND DAVIS,"FORT DAVIS, TX 79734",32026278310,00001,02/01/1983,11/22/1988
MOUNTAIN MAMA'S BOUTIQUE,INACTIVE,100 HIGH LONESOME TRL,"FORT DAVIS, TX 79734",32076864001,00001,01/01/2021,03/31/2022
MOUNTAIN TRAILS LODGE AND OUTDOOR LEARNING CENTER,INACTIVE,501 E MUSQUIZ DR,"FORT DAVIS, TX 79734",32043324824,00002,11/01/2012,12/31/2023
MOUNTAIN VIEW LODGE AND CAFE,INACTIVE,501 E MUSQUIZ,"FORT DAVIS, TX 79734",32091012297,00001,09/01/2023,05/31/2025
MOUNTAIN VIEW NURSERY,INACTIVE,HIGHWAY 118 S,"FORT DAVIS, TX 79734",32021448553,00001,01/01/1984,12/31/1991
MOUNTAINSIDE,INACTIVE,1 BLK BEHIND EXXON STATION,"FORT DAVIS, TX 79734",32009000970,00001,11/01/1984,09/30/1985
MOUNTAINSIDE ELECTRIC,INACTIVE,112 WEST THIRD,"FORT DAVIS, TX 79734",32009000970,00003,10/01/1985,12/31/2016
MOUNTAINSIDE INN,ACTIVE,400 W 4TH ST,"FORT DAVIS, TX 79734",32070523694,00005,07/01/2022,
MOUNTAINSIDE LIQUORS,INACTIVE,110 WEST THIRD,"FORT DAVIS, TX 79734",32009000970,00002,10/01/1985,09/30/2005
MURPHY'S PIZZA,INACTIVE,107 E MUSQUIZ DR,"FORT DAVIS, TX 79734",32059903941,00001,06/02/2015,06/02/2015
MURPHY'S PIZZA,INACTIVE,107 E MUSQUIZ DR,"FORT DAVIS, TX 79734",32060951566,00001,06/02/2015,06/02/2015
MURPHY'S PIZZA,INACTIVE,107 E MUSQUIZ DR,"FORT DAVIS, TX 79734",32045174169,00001,08/01/2011,12/31/2014
MURPHY'S PIZZA,INACTIVE,107 E MUSQUIZ DR,"FORT DAVIS, TX 79734",32055885142,00001,01/01/2015,06/02/2015
MURPHY'S PIZZARIA & CAFE,INACTIVE,107 MOSQUIZ DRIVE,"FORT DAVIS, TX 79734",17529427019,00002,08/01/2002,06/30/2006
MURPHY'S PIZZERIA & CAFE,INACTIVE,HIGHWAY 118 NORTH & HIGHWAY 17,"FORT DAVIS, TX 79734",17529427019,00001,12/01/2001,07/31/2002
MURPHY'S PIZZERIA & CAFE,INACTIVE,107 MUSQUIZ DR,"FORT DAVIS, TX 79734",32004421056,00004,06/01/2006,02/01/2009
MURPHYS PIZZA SUBS & PASTA,INACTIVE,107 E MUSQUIZ DR,"FORT DAVIS, TX 79734",32038812833,00001,02/01/2009,06/30/2011
"NANA'S HOMEMADE ENCHILADA SAUCE, LLC",ACTIVE,316 PAISANO DR,"FORT DAVIS, TX 79734",32095369396,00001,06/07/2024,
NATIONAL HISTORY MUSEUM-GIFT SHOP,INACTIVE,,"FORT DAVIS, TX 79734",32023085528,00002,07/01/1979,12/31/1983
NATIVE AMERICAN HERBS,INACTIVE,409 N STATE ST,"FORT DAVIS, TX 79734",32009340673,00003,01/15/2011,12/31/2019
NEWSLETTER PRESS,INACTIVE,CORNER OF DEER RUN AND COCHISE CANYON,"FORT DAVIS, TX 79734",32022183878,00002,01/01/1998,12/31/2001
NEWSLETTER PRESS,INACTIVE,HC 74 BOX 115,"FORT DAVIS, TX 79734",32022183878,00003,01/01/1998,12/30/2000
NEWSLETTER PRESS INC,INACTIVE,101 DEER RUN TRAIL,"FORT DAVIS, TX 79734",12600182419,00001,01/01/2002,12/31/2015
NO FENCES,INACTIVE,HWY 17,"FORT DAVIS, TX 79734",32023303921,00001,07/02/1994,12/31/1994
NO MORE JUNK,INACTIVE,501 E MUSQUIZ DR,"FORT DAVIS, TX 79734",32043324824,00001,01/01/2012,06/30/2012
NONE,INACTIVE,600 STATE ST,"FORT DAVIS, TX 79734",32069051723,00001,12/01/2018,03/31/2019
OA MERCANTILE,INACTIVE,@ 3 1/2 MILES HWY 17 NORTH,"FORT DAVIS, TX 79734",32008905823,00003,01/01/2000,12/31/2007
OA MERCANTILE,INACTIVE,@ 4 1/2 M HWY 118 N,"FORT DAVIS, TX 79734",32008905823,00002,02/01/1998,12/31/1999
OA MERCANTILE,INACTIVE,3-1/2 MILES HWY 17 NORTH,"FORT DAVIS, TX 79734",32008905823,00001,07/01/1996,02/01/1998
OFF THE WALL PHOTOS & ART,INACTIVE,526 SQUAW VALLEY,"FORT DAVIS, TX 79734",32005995660,00002,01/01/2000,12/31/2004
OLD FORT COUNTRY,INACTIVE,1250 N STATE ST #B,"FORT DAVIS, TX 79734",32015820213,00001,12/01/2004,11/07/2010
OLD SCHOOL HOUSE ART STUDIO GALLERY,INACTIVE,FRONT STREET,"FORT DAVIS, TX 79734",32027844920,00001,10/01/1995,12/31/1999
OLD SCHOOLHOUSE BED & BREAKFAST,INACTIVE,401 N FRONT ST,"FORT DAVIS, TX 79734",32001770919,00002,10/01/1999,09/30/2014
OLD SPANISH TRAIL GALLERY AND MUSEUM LLC,ACTIVE,401 CROWS NEST RD STE A,"FORT DAVIS, TX 79734",32060879742,00001,08/01/2016,
OLD TEXAS INN AND FORT DAVIS DRUGSTORE LLC,INACTIVE,113 N STATE ST,"FORT DAVIS, TX 79734",32057728985,00001,07/01/2015,12/31/2015
OLD TEXAS INN AND FORT DAVIS DRUGSTORE LLC,INACTIVE,113 N STATE ST,"FORT DAVIS, TX 79734",32047247112,00002,12/31/2015,12/31/2015
OLD WEST FEELING,INACTIVE,HWY 17 N,"FORT DAVIS, TX 79734",32028430323,00001,07/01/1992,09/30/1994
ON SITE DIGITAL,INACTIVE,57 MT LOCKE RD STE E,"MCDONALD OBS, TX 79734",32008535075,00003,07/06/2011,06/30/2022
ONE EYED DOG PHOTOGRAPHY,INACTIVE,891 RICON ROAD,"FORT DAVIS, TX 79734",32061051960,00001,10/15/2016,12/31/2016
OOPS! MERCANTILE,INACTIVE,HWY 17,"FORT DAVIS, TX 79734",32029577619,00001,05/01/1994,08/31/1995
OVERLAND NETWORK,INACTIVE,12 MAIN STREET,"FORT DAVIS, TX 79734",32008070073,00005,01/01/1993,12/31/2001
OVERLAND TRAIL ENTERPRISES,INACTIVE,310 N STATE ST,"FORT DAVIS, TX 79734",32010568791,00001,04/15/1997,12/31/2021
OVERLAND TRAIL HAIR SHOP,INACTIVE,608 STATE ST,"FORT DAVIS, TX 79734",32030717006,00002,11/01/2000,06/30/2002
OVERLAND TRAIL MUSEUM,ACTIVE,300 FORT STREET,"FORT DAVIS, TX 79734",30001318614,00001,04/04/1971,
P B M 3,INACTIVE,NO 1 OLDS CREEK DR LIMPIA CREEK,"FORT DAVIS, TX 79734",30115557925,00001,03/01/1994,09/21/1994
P B M 3 DBA LIMPIA CROSSING COLLECTION,INACTIVE,NO 1 OLDS CREEK DR LIMPIA CREEK,"FORT DAVIS, TX 79734",32008200381,00001,10/01/1994,03/31/2000
P C GALLERY,INACTIVE,3 MI SOUTH MCDONALD OBSERVATORY ON FM 118,"FORT DAVIS, TX 79734",32014407673,00002,01/01/2006,01/01/2008
PAFOOFNIK ENTERPRISES,INACTIVE,MCDONALD OBSERVATORY HOUSE #8,"FORT DAVIS, TX 79734",32010643107,00001,01/20/1988,03/31/2000
PAFOOFNIK ENTERPRISES,INACTIVE,103 COMANCHE TRL,"FORT DAVIS, TX 79734",32010643107,00002,04/01/2000,01/01/2022
PATRICIA R MILLER,INACTIVE,1 1/2 MI E 17 ON CEMETARY RD,"FORT DAVIS, TX 79734",32029424655,00001,07/13/1977,08/31/1978
PATTY'S MACHINE QUILTING,INACTIVE,17945 TX STATE HWY 166 #B,"FORT DAVIS, TX 79734",32014508603,00002,01/01/2007,12/31/2019
PICK UP AND GO,INACTIVE,HWY 118,"FORT DAVIS, TX 79734",32031478640,00001,10/01/1993,01/01/1994
PICK-UP AND GO,INACTIVE,HWY 118,"FORT DAVIS, TX 79734",30116122042,00001,05/12/1993,06/30/1993
PICTURE PEDDLERS,INACTIVE,1101 E CEMETERY RD,"FORT DAVIS, TX 79734",12744144655,00001,04/01/2011,12/04/2015
PINS AND NEEDLES,ACTIVE,250 MEDLEY RANCH RD,"FORT DAVIS, TX 79734",32083248206,00001,04/01/2022,
PJ'S STUDIO,INACTIVE,108 COLLEEN CANYON TRL,"FORT DAVIS, TX 79734",32010316845,00002,01/01/2009,12/25/2021
PMC123,INACTIVE,216 N PAINTED TREES RD,"FORT DAVIS, TX 79734",32029217042,00008,11/18/2013,04/11/2016
POCO MEXICO,INACTIVE,HWY 17 / NORTH SIDE,"FORT DAVIS, TX 79734",32029686576,00001,09/01/1997,09/26/1997
POCO MEXICO,ACTIVE,43371 STATE HIGHWAY 17,"FORT DAVIS, TX 79734",32007515805,00001,04/01/1983,
POCO MEXICO DE NOCHE,INACTIVE,2 MILES N OF FT DAVIS ON HWY 17,"FORT DAVIS, TX 79734",32007317483,00001,07/21/1995,12/31/1998
POISSENOT PRODUCTIONS,INACTIVE,400 W WALNUT AVE,"FORT DAVIS, TX 79734",32006502663,00004,04/01/2002,12/25/2018
POP'S GRILL,INACTIVE,HWY 118 NORTH,"FORT DAVIS, TX 79734",32009215032,00004,12/02/1994,09/30/1995
POP'S GRILL & PIZZA LLC,INACTIVE,NORTH HWY 17,"FORT DAVIS, TX 79734",17527764892,00001,07/01/1998,01/10/2008
POPS GRILL,INACTIVE,43424 STATE HIGHWAY 17,"FORT DAVIS, TX 79734",32017826259,00001,02/01/2006,03/31/2008
POPS GRILL,INACTIVE,HWY 118 NORTH,"FORT DAVIS, TX 79734",32030784956,00001,09/15/1995,08/01/1998
PORTER'S THRIFTWAY,INACTIVE,712 N STATE ST,"FORT DAVIS, TX 79734",12010833395,00011,02/01/2023,02/01/2024
PORTER'S THRIFTWAY-FORT DAVIS,INACTIVE,1600 N STATE ST,"FORT DAVIS, TX 79734",12010833395,00004,02/28/2008,02/01/2024
PORTERS PLACE.COM,INACTIVE,205 E CIRCLE D AVE,"FORT DAVIS, TX 79734",32008789458,00001,10/21/2002,09/29/2003
POSSIBILITIES,ACTIVE,407 GARRISON AVE,"FORT DAVIS, TX 79734",32008347059,00002,01/14/2013,
POSSIBILITIES,INACTIVE,LOT 8 BLOCK 10 HWY 17,"FORT DAVIS, TX 79734",32008347059,00001,11/01/1989,01/14/2014
PRIMOS GROCERY,INACTIVE,1 MI E CT HOUSE ON S SIDE HWY 118,"FORT DAVIS, TX 79734",32008353263,00001,07/03/1970,06/01/2010
PRUDE RANCH INC,ACTIVE,5 MILES N OF JUNCTION OF HWY 118 AND 17,"FORT DAVIS, TX 79734",17510154010,00007,12/31/1985,
PRUDE RANCH INC,INACTIVE,5 MILES N OF JCT ON HIGHWAYS 118 & 17,"FORT DAVIS, TX 79734",17510154010,00001,09/01/1961,12/25/1985
QUARTER MOON,INACTIVE,42755 STATE HIGHWAY 118,"FORT DAVIS, TX 79734",32048418639,00001,07/22/2012,07/22/2012
R & C ENTERPRISES,ACTIVE,801 S FRONT ST,"FORT DAVIS, TX 79734",32007682662,00002,01/01/2004,
R & C ENTERPRISES,INACTIVE,379 WEBSTER,"FORT DAVIS, TX 79734",32007682662,00001,06/01/1991,12/31/2003
RAFTER J CONSTRUCTION,INACTIVE,412 SQUAW VALLEY TRL,"FORT DAVIS, TX 79734",32075095722,00001,07/20/2020,03/31/2022
RAISING LEGENDS CO.,INACTIVE,425 SAN JUAN,"FORT DAVIS, TX 79734",32090651848,00001,07/01/2023,09/30/2024
RANCHCHECK,INACTIVE,955 S BARREL SPGS,"FORT DAVIS, TX 79734",32053670272,00001,06/01/2014,09/30/2019
RANDY GLOVER ARTISAN,ACTIVE,42640 STATE HIGHWAY 118,"FORT DAVIS, TX 79734",32015145116,00004,10/01/2014,
RAULS BAR-B-QUE,INACTIVE,E SIDE HWY 118 & 17,"FORT DAVIS, TX 79734",32023655296,00002,01/01/1978,03/31/2000
RDB ENTERPRISES,INACTIVE,HIGHWAY 17 NORTH,"FORT DAVIS, TX 79734",32031338448,00001,04/15/1993,03/31/1999
REBLOOM DESIGNS,INACTIVE,200 NORTH BUCKEYE,"FORT DAVIS, TX 79734",32008050737,00002,01/01/1998,12/31/2005
RED DOOR ANTIQUES,INACTIVE,TOWNSITE,"FORT DAVIS, TX 79734",32006594827,00004,08/01/1984,04/30/1987
REDBLOOM DESIGNS,INACTIVE,109 N BUCKEYE,"FORT DAVIS, TX 79734",32008050737,00003,01/01/2006,12/31/2017
REESE FINE ART,INACTIVE,100 CACTUS DR,"FORT DAVIS, TX 79734",32065259775,00001,01/01/2024,12/31/2024
REGENIA D FREASIER,INACTIVE,502 FRONT ST,"FORT DAVIS, TX 79734",32007443701,00002,01/01/2004,12/31/2004
RHEA BACKHOE SERVICE,INACTIVE,HC 74 BOX 130-A,"FORT DAVIS, TX 79734",32009039309,00002,07/01/1987,12/31/2002
RICHARD REESE AND DEBBIE REESE,INACTIVE,100 CACTUS DR,"FORT DAVIS, TX 79734",32065257993,00002,03/01/2023,12/31/2023
RIVER MICROSTUDIES,INACTIVE,209 CIRCLE C AVE,"FORT DAVIS, TX 79734",30010537212,00001,09/15/1987,12/31/2006
RJ'S SERVICES,INACTIVE,114 CLEARVIEW,"FORT DAVIS, TX 79734",32010004284,00001,04/01/2002,12/31/2004
RNR BBQ LLC,ACTIVE,1902 STATE HIGHWAY 17,"FORT DAVIS, TX 79734",32085408360,00001,11/11/2022,
ROADRUNNER LANDSCAPING,INACTIVE,104 N 6TH ST,"FORT DAVIS, TX 79734",32015940649,00002,04/01/2007,05/31/2017
ROADRUNNER LANDSCAPING,INACTIVE,HWY 166 LARGENT RANCH ROAD,"FORT DAVIS, TX 79734",32015940649,00001,10/01/2004,03/31/2007
ROADRUNNER NURSERY,INACTIVE,1200 CEMETARY RD,"FORT DAVIS, TX 79734",32015940649,00003,04/24/2013,05/31/2017
ROBERT KINSELL ARTIST,INACTIVE,204 DOVE LN,"FORT DAVIS, TX 79734",32006113560,00002,09/30/2019,12/25/2021
ROCK POINT CONSTRUCTION INC,INACTIVE,735 N FRONT ST,"FORT DAVIS, TX 79734",32033927891,00001,01/01/2008,03/31/2008
ROCK POINT CONSTRUCTION INC,INACTIVE,735 S FRONT ST,"FORT DAVIS, TX 79734",32033927891,00003,04/01/2008,03/30/2011
ROCK TANK TRADING COMPANY,INACTIVE,HWY 118 1 MI S OF CTY COURT HOUSE,"FORT DAVIS, TX 79734",32026112386,00003,06/10/1994,07/01/1995
ROD'S SNACK BAR,INACTIVE,HWY 17/118 N ACROSS FT DAVIS HIST SITE,"FORT DAVIS, TX 79734",32031300737,00001,06/01/1984,09/30/1985
RODNEY CANTWELL,INACTIVE,R8 CARLIN ADDITION,"FORT DAVIS, TX 79734",32031625117,00001,05/01/1994,12/25/2000
RODNEY'S PHAT BURGER,INACTIVE,1200  N STATE STREET,"FORT DAVIS, TX 79734",32004421056,00003,02/03/2005,08/01/2007
ROGERS ELECTRIC SERVICE,INACTIVE,CORNER FRONT & URQUHART,"FORT DAVIS, TX 79734",32024307558,00002,10/01/1975,03/31/1980
RONDEL AVIATION,INACTIVE,406 COLLEEN CANYON TRL,"FORT DAVIS, TX 79734",17226833543,00002,10/01/2006,06/30/2016
"ROY HURLEY, LLC",INACTIVE,42378 STATE HIGHWAY 118,"FORT DAVIS, TX 79734",32049820809,00001,01/01/2013,12/31/2020
RUBEN P SILVAS,INACTIVE,2201 N STATE ST STE B,"FORT DAVIS, TX 79734",32023662532,00004,06/01/2019,07/09/2021
S S SAVAGE,INACTIVE,HIGHWAY 118 N,"FORT DAVIS, TX 79734",32025825111,00002,01/03/1994,12/31/1997
S S SAVAGE SOUTHWESTERN ARTS,INACTIVE,#5 DOLORES MOUNTAIN TR,"FORT DAVIS, TX 79734",32030277407,00002,07/01/1999,12/31/1999
SAJJ PRESS,INACTIVE,4TH ST/BLUE ROOF HOUSE,"FORT DAVIS, TX 79734",32008082011,00003,10/01/1999,10/01/1999
SANDIE'S & TOI'S,ACTIVE,501 STATE ST,"FORT DAVIS, TX 79734",17426564112,00002,06/01/2019,
SCHEEVEL ENTERPRISES,INACTIVE,43425 STATE HIGHWAY 17,"FORT DAVIS, TX 79734",32067698079,00001,10/01/2018,03/31/2020
SCUDDAY BUILDERS INC,INACTIVE,1/4 MI NORTH ON HWY 17,"FORT DAVIS, TX 79734",30007109256,00001,04/17/1983,12/25/1985
SEASONS,INACTIVE,113 N STATE ST,"FORT DAVIS, TX 79734",32006845732,00003,01/01/2003,01/31/2004
SEASONS,INACTIVE,605 N STATE STREET,"FORT DAVIS, TX 79734",32006845732,00002,11/01/2001,12/31/2002
SEASONS,INACTIVE,201 STATE STREET,"FORT DAVIS, TX 79734",32006845732,00001,03/01/2001,10/31/2001
SECRETS,INACTIVE,MAIN STREET,"FORT DAVIS, TX 79734",32008993688,00006,10/10/1989,12/20/1991
SHELLEY'S PASTIME,INACTIVE,400 N STATE ST,"FORT DAVIS, TX 79734",32063237609,00001,04/01/2017,09/30/2018
