Business Name,Status,Address,City/State/Zip,Taxpayer ID,Location #,Permit Begin,Permit End
MARY ANN BATTEN,INACTIVE,2312 LONG DR,"BRYAN, TX 77802",32029686162,00001,10/01/1992,06/30/1994
MARY BERRY,INACTIVE,4202 WINCHESTER DR,"BRYAN, TX 77802",32006617826,00003,04/01/2013,12/30/2014
MARY BRANCH ELEMENTARY SCHOOL PARENT TEACHER ORGAN,INACTIVE,2040 VILLA MARIA,"BRYAN, TX 77802",30115492248,00001,09/07/1992,12/31/2023
MARY FRANK'S ANTIQUES,INACTIVE,900 BOB WHITE ST,"BRYAN, TX 77802",32007652400,00001,10/16/1981,12/31/2012
MARY GRIMALDO,INACTIVE,3800 E 29TH ST APT 11,"BRYAN, TX 77802",32030658283,00001,03/11/1996,12/31/1996
MARY INGRAM,INACTIVE,2144 KAZMEIER PLZ,"BRYAN, TX 77802",32029574822,00001,08/11/1995,12/31/1996
MARY J LOWTHER,INACTIVE,105 N BROWN ST,"BRYAN, TX 77802",32036751058,00001,05/01/2008,12/31/2010
MARY REEDY,INACTIVE,720 MARY LAKE DR,"BRYAN, TX 77802",32007649455,00001,04/10/2000,12/31/2001
MARY T SARAGOSA,INACTIVE,1633B PRAIRIE DR,"BRYAN, TX 77802",32009919013,00002,01/01/2001,03/31/2002
MARY'S CERAMICS,INACTIVE,4108 MEADOWBROOK DR,"BRYAN, TX 77802",32019063554,00001,02/06/2006,12/25/2007
MARYE BARRETT DESIGN,INACTIVE,2704 PINEHURST CIR,"BRYAN, TX 77802",32007743787,00001,04/01/1978,12/31/2004
MASCARAG,INACTIVE,2309 BRISTOL ST,"BRYAN, TX 77802",32008047469,00002,06/01/1995,12/31/2005
MASSPEC INC,INACTIVE,3707 WARREN CIR,"BRYAN, TX 77802",17419359736,00001,01/24/1978,06/30/1980
MASTER YAKINIKU,INACTIVE,3700 S TEXAS AVE,"BRYAN, TX 77802",32057892377,00001,12/01/2015,
MASTER'S AUTO GLASS,INACTIVE,735 EAGLE PASS #9,"BRYAN, TX 77802",32004843655,00001,10/18/1982,09/30/1983
MATERIAL THINGS,INACTIVE,2101 BARAK APT # 22,"BRYAN, TX 77802",32008752803,00001,04/29/1991,12/31/1991
MATERNITY N STYLE,INACTIVE,4403 S TEXAS AVE,"BRYAN, TX 77802",32009018436,00001,12/01/2002,12/31/2003
MATERNITY WAREHOUSE OUTLET INC #266,INACTIVE,1673-A BRIARCREST DR,"BRYAN, TX 77802",12321229051,00010,09/15/1985,08/31/1986
MATHEW HAND,INACTIVE,4050 EASTCHESTER DR,"BRYAN, TX 77802",32078061945,00001,04/01/2021,04/01/2025
MATOUS LEATHER,INACTIVE,2302 BURTON DR,"BRYAN, TX 77802",32049858361,00001,04/06/2013,12/31/2017
MATRIX SECURITY & FIRE SERVICE,INACTIVE,4103 S TEXAS AVE STE 104,"BRYAN, TX 77802",32008167689,00001,10/29/1993,10/31/1996
MATRIX SECURITY & FIRE SERVICE,ACTIVE,4348 CARTER CREEK PKWY STE 103,"BRYAN, TX 77802",32008167689,00004,06/01/1998,
MATRIX SECURITY & FIRE SERVICE,INACTIVE,2705 BARAK LN,"BRYAN, TX 77802",32008167689,00003,10/01/1997,05/31/1998
"MATRIX SOFTWARE, INC.",INACTIVE,1401 SANDIA PLZ,"BRYAN, TX 77802",17430571996,00001,10/01/2002,03/31/2021
MATTRESS BY APPOINTMENT AGGIELAND,INACTIVE,3517 S TEXAS AVE,"BRYAN, TX 77802",32087998061,00002,03/01/2023,03/14/2024
MATTRESS KING,INACTIVE,2017 S TEXAS AVE,"BRYAN, TX 77802",32022819851,00001,02/15/1999,01/07/2000
MATTRESS 1 ONE,INACTIVE,712 E VILLA MARIA RD STE 100,"BRYAN, TX 77802",32050400863,00125,08/01/2016,06/01/2018
MATTRESSES CHEAPER,INACTIVE,3203 FREEDOM BLVD STE 100,"BRYAN, TX 77802",12017684544,00001,11/18/2004,04/17/2005
MAURICES # 1698,ACTIVE,3121 WILDFLOWER DR STE 300,"BRYAN, TX 77802",11329406778,00029,07/24/2008,
MAUVE CHIC BOUTIQUE,ACTIVE,1404 PRAIRIE DR,"BRYAN, TX 77802",32076022162,00001,09/16/2020,
MAX FOOD MART,ACTIVE,890 N EARL RUDDER FWY,"BRYAN, TX 77802",17426767426,00007,05/08/1997,
MAX FOOD MART #106,INACTIVE,890 N EARL RUDDER FWY,"BRYAN, TX 77802",32049099420,00001,12/01/2012,12/31/2021
MAXCOM,INACTIVE,4400 KINGSDALE DR,"BRYAN, TX 77802",32079944933,00001,07/08/2021,
MAXIMUM AIR,INACTIVE,2300 BROADMOOR DR APT 60,"BRYAN, TX 77802",32021967255,00002,12/01/2006,12/31/2006
MAYA COSMETICS LLC,INACTIVE,21 GRAMERCY PARK DR APT 1514,"BRYAN, TX 77802",32059290000,00001,08/01/2016,01/31/2019
MAYDAN COSMETICS LLC,INACTIVE,21 GRAMERCY PARK DR APT 1514,"BRYAN, TX 77802",32059568520,00001,02/15/2016,08/31/2016
MAYME HAZLE EASTERLING,INACTIVE,3132 E 29TH ST APT 37,"BRYAN, TX 77802",32017757439,00001,07/01/2005,01/01/2006
MB CUSTOM GIFTS,INACTIVE,709 INWOOD DR,"BRYAN, TX 77802",32089068541,00001,03/01/2023,
MBS CHIROPRACTIC & WELLNESS,INACTIVE,1700 E VILLA MARIA RD,"BRYAN, TX 77802",32090932792,00001,09/29/2023,07/31/2025
MC CLAIN'S RENTALS,INACTIVE,2516 S TEXAS AVE,"BRYAN, TX 77802",32021878791,00002,01/01/1987,02/28/1999
MCCARROLL DESIGNS,INACTIVE,2213 E BRIARGATE DR,"BRYAN, TX 77802",32025822258,00001,08/01/1989,12/31/2000
MCCAW CABLE VIEW,INACTIVE,3609 S TEXAS AVENUE,"BRYAN, TX 77802",30008278746,00001,07/01/1984,12/31/1984
MCCLURE & BROWNE ENGINEERING/SURVEYING INC,INACTIVE,1722 BROADMOOR DR STE 210,"BRYAN, TX 77802",17422133961,00001,10/01/1987,06/30/2000
MCCORD & COMPANY,INACTIVE,1305 EAST 31ST,"BRYAN, TX 77802",30008648484,00002,10/01/1991,12/31/1992
MCCORD CLEANING,INACTIVE,1004 S COULTER,"BRYAN, TX 77802",17426585679,00001,01/04/1993,01/05/1993
MCCORD TECHNOLOGY SERVICES,INACTIVE,720 GARDEN ACRES BLVD,"BRYAN, TX 77802",32044505975,00001,07/15/2011,09/30/2011
MCCURDY # ASSOCIATES INC,INACTIVE,2402 BROADMOOR DR STE 103,"BRYAN, TX 77802",17429412798,00001,01/01/2000,06/01/2002
MCDONALD'S,INACTIVE,2200 BRIARCREST DR,"BRYAN, TX 77802",17601595774,00011,03/08/1996,02/01/2003
MCDONALD'S #13249,INACTIVE,2200 BRIARCREST DR,"BRYAN, TX 77802",32004533926,00008,08/22/2010,04/30/2014
MCDONALD'S #3653,INACTIVE,2800 BRIARCREST (WALMART),"BRYAN, TX 77802",13627845087,00309,12/01/2002,08/23/2010
MCDONALD'S #4336,INACTIVE,825 E VILLA MARIA RD,"BRYAN, TX 77802",32004533926,00009,08/22/2010,04/30/2014
MCDONALDS #13249,ACTIVE,2200 BRIARCREST DR,"BRYAN, TX 77802",32042363708,00005,04/16/2014,
MCDONALDS #4336,ACTIVE,825 E VILLA MARIA RD,"BRYAN, TX 77802",32042363708,00004,04/16/2014,
MCDONALDS/SPRINGCO SIX,INACTIVE,2200 BRIARCREST DR,"BRYAN, TX 77802",32013799492,00003,09/16/1993,03/07/1996
"MCGEE SERVICES, LLC",INACTIVE,3700 S TEXAS AVE STE 550,"BRYAN, TX 77802",32048750247,00001,09/10/2012,06/30/2014
"MCMAHON PROPERTY GROUP, LLC",ACTIVE,3320 LEGACY CT,"BRYAN, TX 77802",32039061885,00001,04/01/2024,
MCMURRY OIL TOOLS INC,INACTIVE,3603 COLSON ROAD,"BRYAN, TX 77802",17602860805,00010,01/01/1993,08/01/1993
MCVIDEO SPECIAL PROJECTS,INACTIVE,3723 E 29TH ST # 216,"BRYAN, TX 77802",32021605566,00004,01/01/1995,12/31/1998
MDS MARKETING,INACTIVE,1715 LUZA ST,"BRYAN, TX 77802",17429841962,00001,01/01/2001,09/30/2001
MDS MARKETING,INACTIVE,1715 LUZA ST,"BRYAN, TX 77802",32032491469,00002,11/24/2000,12/31/2000
MDX SAFETY TRAINING & CONSULTING,INACTIVE,1722 BROADMOOR DR STE 202,"BRYAN, TX 77802",32069283466,00001,01/01/2019,12/31/2019
"MDX SAFETY TRAINING, CONSULTING, & SERVICES, INC.",ACTIVE,1722 BROADMOOR DR STE 202,"BRYAN, TX 77802",32053767805,00003,11/14/2017,
ME AND MY GANG,INACTIVE,3605 OLD OAKS DR,"BRYAN, TX 77802",12740165241,00002,01/01/2013,12/31/2014
MEADOR RAINBOW SALES & SERVICE,INACTIVE,4010 STILLMEADOW DR,"BRYAN, TX 77802",32028539842,00003,01/01/1997,12/31/1997
MEATSPACE,INACTIVE,3517 GREEN RIDGE CIR,"BRYAN, TX 77802",32043387706,00001,01/17/2011,06/30/2011
"MED SOUTHWEST, PLLC",ACTIVE,3201 UNIVERSITY DR E STE 140,"BRYAN, TX 77802",32069175423,00012,02/03/2020,
MED-OX SPECIALTIES INC,INACTIVE,2410 MORRIS LN,"BRYAN, TX 77802",17426830620,00001,10/08/1993,12/31/1998
MEDI-CARE EQUIPMENT SPECIALTIES INC,INACTIVE,1411 MEMORIAL DR,"BRYAN, TX 77802",17422934962,00008,03/15/2005,08/31/2011
MEDI-CARE EQUIPMENT SPECIALTIES INC,ACTIVE,2308 E VILLA MARIA RD,"BRYAN, TX 77802",17422934962,00007,05/01/2005,
MEDI-WEIGHTLOSS BRYAN/COLLEGE STATION,ACTIVE,3851 CORPORATE CENTER DR STE 117,"BRYAN, TX 77802",32089895141,00001,10/13/2025,
MEDIC PRESS,INACTIVE,3801 COURTNEY,"BRYAN, TX 77802",32009904650,00001,08/08/1975,09/30/1975
MEDICAL RENTAL SERVICE INC,INACTIVE,3811 E 29TH ST,"BRYAN, TX 77802",17513153753,00004,01/01/1972,03/31/1975
MEDICAL RENTAL SERVICE INC,INACTIVE,1403 MEMORIAL DR,"BRYAN, TX 77802",17513153753,00008,04/01/1975,11/19/1975
MEDICAL SALES & RENTALS,INACTIVE,1411 MEMORIAL DR,"BRYAN, TX 77802",17423216591,00001,07/01/1984,04/30/2007
MEDLEY'S,INACTIVE,3706 E 29TH,"BRYAN, TX 77802",17423536279,00001,04/01/1985,03/31/1989
MEDLEY'S,INACTIVE,3706 E 29TH,"BRYAN, TX 77802",17412498325,00001,02/20/1978,03/31/1985
MEGABYTE COMPUTERS,INACTIVE,3902 E 29TH ST # H-10,"BRYAN, TX 77802",32030176666,00001,05/29/1997,12/25/1998
MEGMC PHOTOGRAPAHY,INACTIVE,2639 SYMPHONY PARK DR,"BRYAN, TX 77802",32053934736,00001,05/08/2014,12/31/2017
MEIER COMPUTERS,INACTIVE,2920 KENT ST APT 202,"BRYAN, TX 77802",32010011776,00002,05/01/1999,03/31/2004
MEL'S SOUTHERN SASS,INACTIVE,3727 RAVENWOOD DR,"BRYAN, TX 77802",32052444059,00001,01/01/2014,03/31/2014
MELBA'S SHOWCASE GIFTS,INACTIVE,4105 TANGLEWOOD DR,"BRYAN, TX 77802",17413924618,00006,04/01/1997,12/31/2002
MELISSA &GREG'S CLEANING SERVICE,INACTIVE,1912 VINEWOOD,"BRYAN, TX 77802",30115353689,00001,08/01/1992,12/31/1993
MELISSA IVIE,INACTIVE,3620A CHOCTAW ST,"BRYAN, TX 77802",32023787289,00001,05/08/1995,04/01/1996
MELISSA J WERTZ-LATIMER,INACTIVE,3300 CARTER CREEK PKWY,"BRYAN, TX 77802",32022479946,00001,03/01/1994,12/31/1994
MELISSA LITUMA,INACTIVE,3232 BRIARCREST DR,"BRYAN, TX 77802",32040471537,00001,10/17/2009,10/17/2009
MELODY HOUSE,INACTIVE,2611 E 29TH ST,"BRYAN, TX 77802",32007633350,00005,01/16/1982,06/30/1983
MELTING POT AFRICAN-CARIBBEAN CATERING SERVICE,INACTIVE,6203 QUEENSLOCK CIR,"BRYAN, TX 77802",32039794279,00001,07/01/2009,12/31/2010
MELVIN E GREENWALDT,INACTIVE,1618 BARAK LN,"BRYAN, TX 77802",32031299731,00002,06/15/1987,06/19/1989
MEMAW'S,INACTIVE,2804 CAMELOT DR,"BRYAN, TX 77802",32016186911,00001,12/04/2004,01/01/2005
MEMES TREASURES,INACTIVE,3602 STILLMEADOW DR,"BRYAN, TX 77802",32048323045,00001,04/01/2012,12/31/2017
MEMORIAL DR CAFE & DELI,INACTIVE,1403 MEMORIAL DR,"BRYAN, TX 77802",32025301634,00001,11/16/1994,06/30/1995
MEMORIAL DRIVE CAFE & DELI,INACTIVE,1403 MEMORIAL DR,"BRYAN, TX 77802",32028010505,00001,07/01/1995,07/25/1997
MEMORIAL DRIVE CAFE & DELI,INACTIVE,1403 MEMORIAL DR,"BRYAN, TX 77802",32019580706,00001,07/28/1997,12/31/1997
MEMORIES,INACTIVE,2608 ARBOR DR,"BRYAN, TX 77802",32024468848,00001,06/01/1992,12/25/2000
MEMORIES MADE WITH KELLY,ACTIVE,4109 PEREGRINE CT,"BRYAN, TX 77802",32072028767,00001,01/01/2023,
MEN IN KILTS BCS,INACTIVE,4444 CARTER CREEK PKWY STE 100,"BRYAN, TX 77802",32072754933,00001,04/01/2020,09/30/2022
MEN'S LEADERSHIP MINISTRIES INC,INACTIVE,3000 BRIARCREST DR STE 312,"BRYAN, TX 77802",17106910809,00001,04/01/1998,04/15/2001
MENA PLUMBING COMPANY,INACTIVE,2705 VILLA MARIA RD,"BRYAN, TX 77802",32032357306,00003,11/01/1987,02/01/1992
MENA PLUMBING COMPANY,INACTIVE,2705 E VILLA MARIA RD,"BRYAN, TX 77802",17426213991,00002,01/01/2009,09/30/2014
MENA PLUMBING SUPPLY,INACTIVE,2705 E VILLA MARIA RD,"BRYAN, TX 77802",17426213991,00001,01/01/1992,06/30/2001
MENT MARKETING & CREATIVE SERVICES,ACTIVE,2401 E BRIARGATE DR,"BRYAN, TX 77802",32067618341,00001,06/26/2018,
MERCATO 4,INACTIVE,890 N EARL RUDDER FWY,"BRYAN, TX 77802",32085594730,00001,08/01/2022,
MERCURY CAPITAL CORP,INACTIVE,1816 GREENFIELD,"BRYAN, TX 77802",17422759203,00001,02/28/1987,02/28/1987
MERCURY CAPITAL SALES & SERVICES CORP,INACTIVE,1816 GREENFIELD,"BRYAN, TX 77802",17423352594,00002,01/01/1987,09/30/1987
MERCURY CAPITAL SALES & SERVICES CORP,INACTIVE,2800 TEXAS AVENUE SUITE 300,"BRYAN, TX 77802",17423352594,00001,11/05/1984,01/01/1987
MERCY MOUNTAIN MERCANTILE,INACTIVE,903 JANE LANE,"BRYAN, TX 77802",32028337205,00001,06/01/1994,06/02/1994
MERIDIAN PUBLICATIONS INCORPORATED,INACTIVE,1814-7 WILDE OAK CIRCLE,"BRYAN, TX 77802",18702068927,00001,01/01/1986,12/25/1986
MERLE BANDSMA,INACTIVE,3535 PLAINSMAN LN APT E67,"BRYAN, TX 77802",32033330864,00001,07/16/2005,12/25/2008
MERLE NORMAN COSMETICS STUDIO,INACTIVE,818 VILLA MARIA,"BRYAN, TX 77802",17421875174,00002,07/01/1981,01/01/1994
MERLE'S CERAMICS,INACTIVE,1211 E 30TH,"BRYAN, TX 77802",32026160419,00001,05/25/1982,12/31/1992
MERLE'S CERAMICS,INACTIVE,1211 E 30TH ST,"BRYAN, TX 77802",32026160419,00002,08/01/1996,12/31/1999
MERRY MAIDS B/CS,INACTIVE,1800 GREENFIELD PLZ,"BRYAN, TX 77802",12600261965,00001,01/01/2002,09/29/2002
MERRY MAIDS OF BRYAN / COLLEGE STATION,INACTIVE,1800 GREENFIELD PLZ,"BRYAN, TX 77802",32028033879,00001,04/01/1999,12/31/2001
MESSINA HOF DESIGNS,INACTIVE,18 MILES OUT OF CITY,"BRYAN, TX 77802",32028337627,00004,01/01/1991,02/28/1991
MESSINA HOF VINEYARDS,INACTIVE,18 MI E OF E BYPASS,"BRYAN, TX 77802",32028337627,00003,01/01/1980,01/31/1993
MESSINA-HOF DESIGNS,INACTIVE,"2 MI E, E BYPASS OLD RELIANCE RD","BRYAN, TX 77802",32028337627,00001,09/06/1978,12/31/2000
MET BASICS,INACTIVE,724 GARDEN ACRES BLVD,"BRYAN, TX 77802",32030986361,00001,12/05/1996,12/31/1998
METRICA INC,INACTIVE,3833 S TEXAS AVE STE 207,"BRYAN, TX 77802",17423677891,00001,11/26/1991,03/03/1997
METRO MAINTENANCE,INACTIVE,4206 WOODCREST DR,"BRYAN, TX 77802",32006591740,00001,01/15/1988,01/01/2020
METROCALL,INACTIVE,1801 BRIARCREST DR,"BRYAN, TX 77802",15412156349,00017,04/01/1999,01/01/2003
METROFLEX BCS,INACTIVE,1517 S TEXAS AVE,"BRYAN, TX 77802",32062715530,00001,10/01/2017,
MEXICAN AMERICAN SENIORS CLASS OF 2005,INACTIVE,2309 DEVONSHIRE ST,"BRYAN, TX 77802",32015163531,00001,06/07/2004,12/31/2004
"MG STUDIO BEAUTY & BARBER, LLC",ACTIVE,806 E VILLA MARIA RD,"BRYAN, TX 77802",32085071424,00001,06/01/2023,
"MH I SOLUTIONS, LLC",ACTIVE,2719 OSLER BLVD,"BRYAN, TX 77802",32048528833,00004,01/01/2023,
MH OPERATIONS,ACTIVE,3208 SANDPIPER CIR,"BRYAN, TX 77802",32067776255,00002,04/01/2020,
"MHE GLOBAL WEBSITES, LLC",INACTIVE,3902 E 29TH ST APT R10,"BRYAN, TX 77802",32041396410,00001,04/01/2010,01/01/2012
"MHE GLOBAL, LLC",INACTIVE,3902 E 29TH ST APT R10,"BRYAN, TX 77802",32041970198,00001,06/09/2010,09/30/2010
MHMR AUTHORITY OF BRAZOS VALLEY,INACTIVE,1504 S TEXAS AVE,"BRYAN, TX 77802",17417932658,00015,09/01/2009,12/25/2011
MI QUINCEANERA,INACTIVE,MANOR EAST MALL,"BRYAN, TX 77802",32007532891,00001,01/01/1995,09/30/2000
MICHAEL BICE PAINTING COMPANY,INACTIVE,3708 SIERRA DR,"BRYAN, TX 77802",17425665084,00002,07/01/1991,06/30/2003
MICHAEL GONZALES,INACTIVE,3535 PLAINSMAN #143,"BRYAN, TX 77802",32025008718,00001,04/01/1994,06/30/1994
MICHAEL KELLETT,INACTIVE,4103 S TEXAS AVE STE 215,"BRYAN, TX 77802",32006867330,00004,07/01/2011,10/31/2012
MICHAEL KELLETT PROFESSIONAL PHOTOGRAPHY,ACTIVE,5801 CANTERBURY DR,"BRYAN, TX 77802",32006867330,00002,10/01/1994,
MICHAEL R KELLETT FFL/SOT,INACTIVE,4103 S TEXAS AVE STE 217,"BRYAN, TX 77802",32006867330,00007,02/01/2014,06/30/2015
MICHAEL R WAGNER,INACTIVE,2603 MORRIS LN,"BRYAN, TX 77802",32009617047,00004,09/07/2001,12/25/2003
MICHAEL V MILLER,INACTIVE,5200 BLOOMSBURY WAY,"BRYAN, TX 77802",32018915119,00002,06/01/2020,06/25/2023
MICHELE WERTZ,INACTIVE,3300 CARTER CREEK PKY,"BRYAN, TX 77802",32022459963,00001,03/03/1994,12/31/1995
MICHELLE L TREVINO OD,INACTIVE,1121 BRIARCREST DR STE 301,"BRYAN, TX 77802",32029624270,00003,11/01/2001,03/30/2002
MICRO TREND OF CENTRAL TEXAS,INACTIVE,2617 RUSTLING OAKS,"BRYAN, TX 77802",32029086314,00005,04/01/1985,05/30/1988
MICRO TREND OF CENTRAL TEXAS,INACTIVE,1737 BRIARCREST DR #14,"BRYAN, TX 77802",32029086314,00003,01/01/1984,03/31/1985
MICROSERVE INC,INACTIVE,724 MEADOW LANE,"BRYAN, TX 77802",17520064506,00001,01/30/1985,03/31/1985
MICROWORKS,INACTIVE,1313A BRIARCREST DR,"BRYAN, TX 77802",32005217974,00003,01/03/1995,09/30/1997
MID BOUTIQUE,INACTIVE,1709 LUZA ST,"BRYAN, TX 77802",32075031909,00002,04/30/2021,10/29/2024
MIDAS MUFFLER SHOP,INACTIVE,3210 S TEXAS AVE,"BRYAN, TX 77802",32004835537,00001,12/01/1978,12/31/1995
MIDAS SERVICE CENTER,INACTIVE,3210 S TEXAS AVE,"BRYAN, TX 77802",32032420898,00005,02/01/1996,06/12/1997
MIDBROOK MEDICAL DISTRIBUTION INC,INACTIVE,1716 BRIARCREST DR STE 800,"BRYAN, TX 77802",14527678065,00001,08/01/2011,12/31/2011
MIDWEST VIDEO CORP,INACTIVE,3609 S TEXAS AVENUE,"BRYAN, TX 77802",17103621722,00001,07/01/1968,06/30/1984
MIGHTY LITERATI,INACTIVE,3211B S TEXAS AVE,"BRYAN, TX 77802",32012074921,00001,09/05/2003,08/21/2004
MIGRATION ANTUQUES,INACTIVE,3905 CHESHIRE CT,"BRYAN, TX 77802",32024847785,00002,01/01/1995,12/25/1999
MIKE MILLER PIPE,INACTIVE,5200 BLOOMSBURY WAY,"BRYAN, TX 77802",32018915119,00001,01/17/2006,01/01/2007
MIKE'S KUSTOMS,ACTIVE,5801 CANTERBURY DR,"BRYAN, TX 77802",32006867330,00008,04/20/2018,
MIKE'S LAWN CARE,INACTIVE,3707 STILLMEADOW DR,"BRYAN, TX 77802",32014704731,00002,07/01/1990,02/15/1998
MIKE'S LAWN CARE,ACTIVE,3707 STILLMEADOW DR,"BRYAN, TX 77802",32014704731,00002,01/01/2004,
MILADY BEAUTY SALON,INACTIVE,715 VILLA MARIA RD,"BRYAN, TX 77802",32021108793,00001,01/01/1989,03/31/1994
MILADY HAIR SALON,INACTIVE,725 E VILLA MARIA RD,"BRYAN, TX 77802",30116202307,00001,04/01/1994,09/19/2002
MILAZZO CLEANING SERVICES,INACTIVE,1823 WILDE OAK CIR APT A,"BRYAN, TX 77802",32006939543,00001,07/01/2002,12/31/2004
"MILBERGER, NESBITT AND ASK L L P",ACTIVE,3833 S TEXAS AVE STE 240,"BRYAN, TX 77802",17420752648,00003,01/01/2016,
MILDRED MARIE MARSKE,INACTIVE,1702 S TEXAS AVE,"BRYAN, TX 77802",32045873919,00001,02/03/2015,05/31/2018
MILITARY MILLIONAIRE LLC,INACTIVE,4405 CARTER CREEK PKWY APT 6,"BRYAN, TX 77802",32085212879,00001,06/29/2022,02/01/2025
MILLENNIUM WIRELESS COMMUNICATIONS,INACTIVE,3525 S TEXAS AVE,"BRYAN, TX 77802",17429115524,00002,05/01/2000,08/31/2000
MILLICAN AID OPCO LLC,INACTIVE,2601 E VILLA MARIA RD,"BRYAN, TX 77802",32052078550,00041,01/01/2014,09/30/2018
MILLICAN HOUSE,INACTIVE,2601 E VILLA MARIA RD,"BRYAN, TX 77802",18803677386,00001,05/01/2006,12/31/2013
MILLION DOLLAR DEALZ,INACTIVE,2900 WILDFLOWER DR APT 4114,"BRYAN, TX 77802",32067723729,00001,08/01/2018,01/29/2020
MINGO JANITORIAL SERVICE,INACTIVE,2914A PRAIRIE FLOWER,"BRYAN, TX 77802",32026678055,00002,07/01/1990,01/01/1992
MINI DONUT SHOP,INACTIVE,MANOR EAST MALL,"BRYAN, TX 77802",32004677657,00001,06/16/1984,10/25/1985
MINKE WELLNESS,INACTIVE,738 GARDEN ACRES BLVD,"BRYAN, TX 77802",32029870279,00001,07/26/2014,12/31/2017
"MINKE WELLNESS, LLC",INACTIVE,738 GARDEN ACRES BLVD,"BRYAN, TX 77802",32065447586,00001,01/01/2018,06/30/2025
MINUTEMAN PRESS,INACTIVE,3813 E 29TH ST,"BRYAN, TX 77802",32005588713,00001,07/05/1984,10/31/1985
MINUTEMEN SHUTTERS & BLINDS,INACTIVE,3535 PLAINSMAN LN APT J144,"BRYAN, TX 77802",32019161358,00001,02/21/2006,09/30/2006
MIPHONE DOCTOR,ACTIVE,3221 S TEXAS AVE,"BRYAN, TX 77802",32081812789,00003,08/04/2025,
MIPHONE DOCTOR OF COLLEGE STATION LLC,INACTIVE,3221 S TEXAS AVE,"BRYAN, TX 77802",32049527552,00001,04/01/2013,04/01/2023
MIRAGE,INACTIVE,2016 S TEXAS AVE,"BRYAN, TX 77802",32025418404,00002,04/01/1993,06/30/1993
MIRAMONT COUNTRY CLUB,ACTIVE,1 MIRAMONT BLVD,"BRYAN, TX 77802",32015153565,00001,06/15/2004,
MIRAMONT COUNTRY CLUB,ACTIVE,1 MIRAMONT BLVD,"BRYAN, TX 77802",15421451806,00001,05/15/2004,
MISSION CAR WASH,INACTIVE,3301 S TEXAS AVE,"BRYAN, TX 77802",17422269161,00001,08/01/1983,12/31/1986
MISSION CAR WASH,INACTIVE,3301 S TEXAS AVENUE,"BRYAN, TX 77802",30003827018,00001,01/01/1979,07/31/1983
MISTOVICH BUSINESS MACHINES,INACTIVE,2511-A S TEXAS AVENUE,"BRYAN, TX 77802",17418942037,00001,01/01/1977,12/31/1990
MJJ DESIGNS,INACTIVE,5924 SHEFFIELD TERRACE LN,"BRYAN, TX 77802",32030762861,00001,07/14/2000,06/30/2001
MJL INTERIORS,INACTIVE,906 JANE LN,"BRYAN, TX 77802",32020424308,00001,09/01/2006,12/25/2011
"MJMM INVESTMENTS, LLC",ACTIVE,1593 WIMBERLY PL,"BRYAN, TX 77802",32054858314,00001,03/31/2015,
MJS CARPENTRY LLC,ACTIVE,2311 WINDSOR DR,"BRYAN, TX 77802",32067944069,00001,10/01/2018,
MJS SERVICES,INACTIVE,2311 WINDSOR DR,"BRYAN, TX 77802",32014771797,00004,07/01/2008,09/30/2018
MJW LANDSCAPING PLUS,INACTIVE,3602 WINDRIDGE DR,"BRYAN, TX 77802",32031162913,00001,05/01/2007,10/01/2019
MKL LIMITED,INACTIVE,1101 SKRIVANEK DR,"BRYAN, TX 77802",32008011200,00004,04/01/1997,12/25/2002
MKL LIMITED,INACTIVE,1101 SKRIVANEK DR,"BRYAN, TX 77802",32008011200,00004,08/04/2004,12/31/2021
MOBILE BUZZ,INACTIVE,3601 E 29TH ST STE 6,"BRYAN, TX 77802",32088762599,00002,11/01/2023,
MOBILE MOM,INACTIVE,3141 BRIARCREST DR STE 524,"BRYAN, TX 77802",32017548598,00002,11/21/2005,01/01/2010
MOBILE MOM,INACTIVE,2809 OAKSIDE DR,"BRYAN, TX 77802",32017548598,00001,08/01/2005,10/31/2005
MOBILE MOM LAUNDRY SERVICE,INACTIVE,3141 BRIARCREST DR,"BRYAN, TX 77802",32009829048,00002,04/01/2014,12/31/2017
MOBILE MOM LAUNDRY SERVICE,INACTIVE,3141 BRIARCREST DR STE 524,"BRYAN, TX 77802",12709823988,00001,10/01/2009,03/31/2015
MOBILE MOVIES,INACTIVE,3508 CARTER CREEK PKWY,"BRYAN, TX 77802",32001069759,00001,08/01/2005,09/30/2008
MOBILE SECURITY & DESIGN,INACTIVE,3803 S TEXAS AVE # A,"BRYAN, TX 77802",32008648894,00003,04/01/1994,09/30/1997
MOBILE TECHNOLOGIES II,INACTIVE,3701 S TEXAS AVE,"BRYAN, TX 77802",30116411247,00001,01/23/1995,10/01/1995
MOBILE ZONE USA,INACTIVE,1402 S TEXAS AVE,"BRYAN, TX 77802",32011175620,00003,01/10/2010,03/31/2010
MOBILE ZONE USA,INACTIVE,1402 S TEXAS AVE,"BRYAN, TX 77802",12617931345,00004,05/01/2010,03/31/2017
MOBILE ZONE USA II,INACTIVE,1125 E VILLA MARIA RD,"BRYAN, TX 77802",12082781407,00003,06/05/2009,02/28/2010
MOBILE ZONE USA II,INACTIVE,1125 E VILLA MARIA RD,"BRYAN, TX 77802",32019115230,00004,01/01/2010,12/31/2011
MOBILECOMM,INACTIVE,1601 S TEXAS AVE,"BRYAN, TX 77802",12236194465,00020,02/15/1999,06/30/2000
